"Copyright 2025 Quantec EasyData"
"Download Date: 2025-11-14"
"Data Set: RGVA—Regional Output and GVA at basic prices by industry and 2016 local municipal/ward-based metro region level"
"Source: Quantec"
"Frequency: Annual"
"","","","","",""
"Concept","","","","Output at basic prices","Gross value added at basic prices"
"Unit","Date","Geography","Industry","",""
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0310: Radio, TV, instruments, watches and clocks [QSIC 37]",7902.668,1953.185
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I031030: Radio, television and communication apparatus [QSIC 371-373]",4499.276,380.605
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I031031: Professional equipment [QSIC 374-376]",3403.392,1572.58
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0311: Transport equipment [QSIC 38]",39885.835,6846.177
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",37393.571,6053.287
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I031133: Other transport equipment [QSIC 384-387]",2492.264,792.89
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0312: Furniture; other manufacturing [QSIC 39]",45340.805,14295.053
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I031234: Furniture [QSIC 391]",4861.624,1340.716
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I031235: Other manufacturing groups [QSIC 392, 395]",40479.181,12954.337
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I04: Electricity, gas and water [QSIC 4]",61620.313,28084.837
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0413: Electricity, gas and water [QSIC 4]",61620.313,28084.837
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I041336: Electricity and gas [QSIC 41]",51912.306,22286.848
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I041337: Water [QSIC 42]",9708.007,5797.989
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I05: Construction [QSIC 5]",58397.36,18924.434
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0514: Construction [QSIC 5]",58397.36,18924.434
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I051438: Construction [QSIC 5]",58397.36,18924.434
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I3: Tertiary sector [SIC: 6-9, 0]",1100199.538,615272.273
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I06: Wholesale and retail trade, catering and accommodation [QSIC 6]",191196.287,106926.172
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0615: Wholesale and retail trade [QSIC 61-63]",166519.741,96645.325
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I061539: Wholesale and retail trade [QSIC 61-63]",166519.741,96645.325
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0616: Catering and accommodation services [QSIC 64]",24676.546,10280.847
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I061640: Catering and accommodation services [QSIC 64]",24676.546,10280.847
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I07: Transport, storage and communication [QSIC 7]",171700.081,62997.15
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0717: Transport and storage [QSIC 71-74]",84081.921,34110.891
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I071741: Transport and storage [QSIC 71-74]",84081.921,34110.891
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0718: Communication [QSIC 75]",87618.16,28886.259
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I071842: Communication [QSIC 75]",87618.16,28886.259
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I08: Finance, insurance, real estate and business services [QSIC 8]",506515.587,292704.137
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0819: Finance and insurance [QSIC 81-82]",163140.239,96262.074
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I081943: Finance and insurance [QSIC 81-82]",163140.239,96262.074
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0820: Business services [QSIC 83-88]",343375.348,196442.063
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I082044: Professional business services [QSIC 831-883]",296109.924,170746.896
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I082045: Business activities n.e.c. [QSIC 889]",47265.424,25695.167
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I09: General government [QSIC 91]",104535.717,66839.365
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I0921: General government [QSIC 91]",104535.717,66839.365
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I092146: National and Provincial government [QSIC 911]",77946.227,47075.33
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I092147: Local government [QSIC 913]",26589.49,19764.035
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I10: Community, social and personal services [QSIC 92-96, 99]",126251.866,85805.449
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I1022: Community, social and personal services [QSIC 92-96, 99]",126251.866,85805.449
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I102248: Education (Private) [QSIC 92]",33175.687,27093.898
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I102249: Health and social work (Private) [QSIC 93]",47791.818,29961.723
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I102250: Other community, social and personal services [QSIC 94-96, 99]",45284.361,28749.828
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","Total",1036974.79,487637.986
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I1: Primary sector [SIC: 1-2]",19584.716,6109.827
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I01: Agriculture, forestry and fishing [QSIC 1]",10569.622,3276.066
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0101: Agriculture, forestry and fishing [QSIC 1]",10569.622,3276.066
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I010101: Agriculture [QSIC 11]",10006.861,3048.929
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I010102: Forestry [QSIC 12]",476.99,180.7
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I010103: Fishing [QSIC 13]",85.771,46.437
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I02: Mining and quarrying [QSIC 2]",9015.094,2833.761
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0202: Mining and quarrying [QSIC 2]",9015.094,2833.761
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I020204: Coal [QSIC 21]",927.179,394.372
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I020206: Metals [QSIC 24]",0.0,0.0
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I020207: Other mining and quarrying [22, 25-29]",8087.915,2439.389
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I2: Secondary sector [SIC: 3-5]",332474.492,98212.75
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I03: Manufacturing [QSIC 3]",263270.981,71452.315
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0303: Food, beverages and tobacco [QSIC 30]",45682.574,13724.169
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030308: Food [QSIC 301-304]",31821.376,7501.251
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030309: Beverages and tobacco [QSIC 305-306]",13861.198,6222.918
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0304: Textiles, clothing and leather goods [QSIC 31]",5811.256,1758.061
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030410: Textiles [QSIC 311-312]",2240.116,787.305
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030411: Wearing apparel [QSIC 313-315]",2095.377,653.338
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030412: Leather and leather products [QSIC 316]",1324.127,273.213
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030413: Footwear [QSIC 317]",151.636,44.205
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0305: Wood and paper; publishing and printing [QSIC 32]",14296.143,4863.135
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030514: Wood and wood products [QSIC 321-322]",2381.935,709.524
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030515: Paper and paper products [QSIC 323]",7648.867,2620.669
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030516: Printing , recorded media [QSIC 324-326]",4265.341,1532.942
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0306: Petroleum products, chemicals, rubber and plastic [QSIC 33]",55459.11,13500.382
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",23914.953,5235.656
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030618: Basic chemicals [QSIC 334]",10547.695,2141.394
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030619: Other chemical products [QSIC 335-336]",15336.44,4761.535
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030620: Rubber products [QSIC 337]",1485.54,319.357
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030621: Plastic products [QSIC 338]",4174.482,1042.44
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0307: Other non-metal mineral products [QSIC 34]",7638.87,2330.508
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030722: Glass and glass products [QSIC 341]",1448.936,516.484
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030723: Non-metallic mineral products [QSIC 342]",6189.934,1814.024
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0308: Metals, metal products, machinery and equipment [QSIC 35]",53911.601,17151.972
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",8383.458,1932.069
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030825: Non-ferrous metal products [QSIC 352]",6020.606,1120.507
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030826: Structural metal products [QSIC 354]",2928.987,924.679
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030827: Other fabricated metal products [QSIC 355]",8360.894,2882.106
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030828: Machinery and equipment [QSIC 356-359]",28217.656,10292.611
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0309: Electrical machinery and apparatus [QSIC 36]",6574.371,1951.681
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030929: Electrical machinery [QSIC 361-366]",6574.371,1951.681
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0310: Radio, TV, instruments, watches and clocks [QSIC 37]",4561.244,1089.378
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I031030: Radio, television and communication apparatus [QSIC 371-373]",2729.55,235.697
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I031031: Professional equipment [QSIC 374-376]",1831.694,853.681
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0311: Transport equipment [QSIC 38]",47513.797,8152.389
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",44748.512,7245.101
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I031133: Other transport equipment [QSIC 384-387]",2765.285,907.288
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0312: Furniture; other manufacturing [QSIC 39]",21822.015,6930.64
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I031234: Furniture [QSIC 391]",1946.228,533.562
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I031235: Other manufacturing groups [QSIC 392, 395]",19875.787,6397.078
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I04: Electricity, gas and water [QSIC 4]",34530.096,15683.809
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0413: Electricity, gas and water [QSIC 4]",34530.096,15683.809
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I041336: Electricity and gas [QSIC 41]",29659.26,12748.513
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I041337: Water [QSIC 42]",4870.836,2935.296
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I05: Construction [QSIC 5]",34673.415,11076.626
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0514: Construction [QSIC 5]",34673.415,11076.626
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I051438: Construction [QSIC 5]",34673.415,11076.626
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I3: Tertiary sector [SIC: 6-9, 0]",684915.582,383315.409
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I06: Wholesale and retail trade, catering and accommodation [QSIC 6]",105156.427,58170.491
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0615: Wholesale and retail trade [QSIC 61-63]",90985.15,52258.905
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I061539: Wholesale and retail trade [QSIC 61-63]",90985.15,52258.905
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0616: Catering and accommodation services [QSIC 64]",14171.277,5911.586
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I061640: Catering and accommodation services [QSIC 64]",14171.277,5911.586
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I07: Transport, storage and communication [QSIC 7]",118624.344,43554.027
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0717: Transport and storage [QSIC 71-74]",52413.794,21701.4
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I071741: Transport and storage [QSIC 71-74]",52413.794,21701.4
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0718: Communication [QSIC 75]",66210.55,21852.627
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I071842: Communication [QSIC 75]",66210.55,21852.627
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I08: Finance, insurance, real estate and business services [QSIC 8]",257830.475,146008.695
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0819: Finance and insurance [QSIC 81-82]",65882.675,37282.7
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I081943: Finance and insurance [QSIC 81-82]",65882.675,37282.7
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0820: Business services [QSIC 83-88]",191947.8,108725.995
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I082044: Professional business services [QSIC 831-883]",167805.965,95511.129
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I082045: Business activities n.e.c. [QSIC 889]",24141.835,13214.866
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I09: General government [QSIC 91]",115249.903,73502.604
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I0921: General government [QSIC 91]",115249.903,73502.604
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I092146: National and Provincial government [QSIC 911]",90153.695,54760.618
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I092147: Local government [QSIC 913]",25096.208,18741.986
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I10: Community, social and personal services [QSIC 92-96, 99]",88054.433,62079.592
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I1022: Community, social and personal services [QSIC 92-96, 99]",88054.433,62079.592
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I102248: Education (Private) [QSIC 92]",31841.027,26121.716
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I102249: Health and social work (Private) [QSIC 93]",36127.897,22672.673
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I102250: Other community, social and personal services [QSIC 94-96, 99]",20085.509,13285.203
"R millions current prices","2022","P8: Mpumalanga","Total",1078478.982,477913.378
"R millions current prices","2022","P8: Mpumalanga","I1: Primary sector [SIC: 1-2]",300215.045,124717.694
"R millions current prices","2022","P8: Mpumalanga","I01: Agriculture, forestry and fishing [QSIC 1]",54990.935,16650.996
"R millions current prices","2022","P8: Mpumalanga","I0101: Agriculture, forestry and fishing [QSIC 1]",54990.935,16650.996
"R millions current prices","2022","P8: Mpumalanga","I010101: Agriculture [QSIC 11]",48162.931,14093.357
"R millions current prices","2022","P8: Mpumalanga","I010102: Forestry [QSIC 12]",6476.008,2379.121
"R millions current prices","2022","P8: Mpumalanga","I010103: Fishing [QSIC 13]",351.996,178.518
"R millions current prices","2022","P8: Mpumalanga","I02: Mining and quarrying [QSIC 2]",245224.11,108066.698
"R millions current prices","2022","P8: Mpumalanga","I0202: Mining and quarrying [QSIC 2]",245224.11,108066.698
"R millions current prices","2022","P8: Mpumalanga","I020204: Coal [QSIC 21]",190444.611,84183.595
"R millions current prices","2022","P8: Mpumalanga","I020205: Gold [QSIC 23]",4519.055,1942.411
"R millions current prices","2022","P8: Mpumalanga","I020206: Metals [QSIC 24]",43860.935,20016.122
"R millions current prices","2022","P8: Mpumalanga","I020207: Other mining and quarrying [22, 25-29]",6399.509,1924.57
"R millions current prices","2022","P8: Mpumalanga","I2: Secondary sector [SIC: 3-5]",327944.519,94313.977
"R millions current prices","2022","P8: Mpumalanga","I03: Manufacturing [QSIC 3]",237932.911,59297.346
"R millions current prices","2022","P8: Mpumalanga","I0303: Food, beverages and tobacco [QSIC 30]",33936.193,8953.123
"R millions current prices","2022","P8: Mpumalanga","I030308: Food [QSIC 301-304]",27279.646,6049.108
"R millions current prices","2022","P8: Mpumalanga","I030309: Beverages and tobacco [QSIC 305-306]",6656.547,2904.015
"R millions current prices","2022","P8: Mpumalanga","I0304: Textiles, clothing and leather goods [QSIC 31]",2019.686,656.202
"R millions current prices","2022","P8: Mpumalanga","I030410: Textiles [QSIC 311-312]",777.761,281.289
"R millions current prices","2022","P8: Mpumalanga","I030411: Wearing apparel [QSIC 313-315]",1058.021,331.955
"R millions current prices","2022","P8: Mpumalanga","I030412: Leather and leather products [QSIC 316]",126.593,25.803
"R millions current prices","2022","P8: Mpumalanga","I030413: Footwear [QSIC 317]",57.311,17.155
"R millions current prices","2022","P8: Mpumalanga","I0305: Wood and paper; publishing and printing [QSIC 32]",15962.418,5132.18
"R millions current prices","2022","P8: Mpumalanga","I030514: Wood and wood products [QSIC 321-322]",6227.177,1807.363
"R millions current prices","2022","P8: Mpumalanga","I030515: Paper and paper products [QSIC 323]",8809.245,3007.335
"R millions current prices","2022","P8: Mpumalanga","I030516: Printing , recorded media [QSIC 324-326]",925.996,317.482
"R millions current prices","2022","P8: Mpumalanga","I0306: Petroleum products, chemicals, rubber and plastic [QSIC 33]",103431.603,23065.578
"R millions current prices","2022","P8: Mpumalanga","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",86378.306,18905.038
"R millions current prices","2022","P8: Mpumalanga","I030618: Basic chemicals [QSIC 334]",8378.599,1672.869
"R millions current prices","2022","P8: Mpumalanga","I030619: Other chemical products [QSIC 335-336]",6808.018,2061.897
"R millions current prices","2022","P8: Mpumalanga","I030620: Rubber products [QSIC 337]",1006.593,212.757
"R millions current prices","2022","P8: Mpumalanga","I030621: Plastic products [QSIC 338]",860.087,213.017
"R millions current prices","2022","P8: Mpumalanga","I0307: Other non-metal mineral products [QSIC 34]",5210.118,1471.367
"R millions current prices","2022","P8: Mpumalanga","I030722: Glass and glass products [QSIC 341]",366.944,125.755
"R millions current prices","2022","P8: Mpumalanga","I030723: Non-metallic mineral products [QSIC 342]",4843.174,1345.612
"R millions current prices","2022","P8: Mpumalanga","I0308: Metals, metal products, machinery and equipment [QSIC 35]",54766.902,14261.834
"R millions current prices","2022","P8: Mpumalanga","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",17668.084,4117.218
"R millions current prices","2022","P8: Mpumalanga","I030825: Non-ferrous metal products [QSIC 352]",17056.561,3178.169
"R millions current prices","2022","P8: Mpumalanga","I030826: Structural metal products [QSIC 354]",3157.514,1009.143
"R millions current prices","2022","P8: Mpumalanga","I030827: Other fabricated metal products [QSIC 355]",6341.769,2193.966
"R millions current prices","2022","P8: Mpumalanga","I030828: Machinery and equipment [QSIC 356-359]",10542.974,3763.338
"R millions current prices","2022","P8: Mpumalanga","I0309: Electrical machinery and apparatus [QSIC 36]",1703.384,445.838
"R millions current prices","2022","P8: Mpumalanga","I030929: Electrical machinery [QSIC 361-366]",1703.384,445.838
"R millions current prices","2022","P8: Mpumalanga","I0310: Radio, TV, instruments, watches and clocks [QSIC 37]",852.063,208.092
"R millions current prices","2022","P8: Mpumalanga","I031030: Radio, television and communication apparatus [QSIC 371-373]",471.52,37.235
"R millions current prices","2022","P8: Mpumalanga","I031031: Professional equipment [QSIC 374-376]",380.543,170.857
"R millions current prices","2022","P8: Mpumalanga","I0311: Transport equipment [QSIC 38]",8339.116,1397.142
"R millions current prices","2022","P8: Mpumalanga","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",7877.432,1259.466
"R millions current prices","2022","P8: Mpumalanga","I031133: Other transport equipment [QSIC 384-387]",461.684,137.676
"R millions current prices","2022","P8: Mpumalanga","I0312: Furniture; other manufacturing [QSIC 39]",11711.428,3705.99
"R millions current prices","2022","P8: Mpumalanga","I031234: Furniture [QSIC 391]",1080.329,289.614
"R millions current prices","2022","P8: Mpumalanga","I031235: Other manufacturing groups [QSIC 392, 395]",10631.099,3416.376
"R millions current prices","2022","P8: Mpumalanga","I04: Electricity, gas and water [QSIC 4]",59240.915,25496.259
"R millions current prices","2022","P8: Mpumalanga","I0413: Electricity, gas and water [QSIC 4]",59240.915,25496.259
"R millions current prices","2022","P8: Mpumalanga","I041336: Electricity and gas [QSIC 41]",55352.963,23263.309
"R millions current prices","2022","P8: Mpumalanga","I041337: Water [QSIC 42]",3887.952,2232.95
"R millions current prices","2022","P8: Mpumalanga","I05: Construction [QSIC 5]",30770.693,9520.372
"R millions current prices","2022","P8: Mpumalanga","I0514: Construction [QSIC 5]",30770.693,9520.372
"R millions current prices","2022","P8: Mpumalanga","I051438: Construction [QSIC 5]",30770.693,9520.372
"R millions current prices","2022","P8: Mpumalanga","I3: Tertiary sector [SIC: 6-9, 0]",450319.418,258881.707
"R millions current prices","2022","P8: Mpumalanga","I06: Wholesale and retail trade, catering and accommodation [QSIC 6]",116621.965,61895.832
"R millions current prices","2022","P8: Mpumalanga","I0615: Wholesale and retail trade [QSIC 61-63]",100228.098,55224.743
"R millions current prices","2022","P8: Mpumalanga","I061539: Wholesale and retail trade [QSIC 61-63]",100228.098,55224.743
"R millions current prices","2022","P8: Mpumalanga","I0616: Catering and accommodation services [QSIC 64]",16393.867,6671.089
"R millions current prices","2022","P8: Mpumalanga","I061640: Catering and accommodation services [QSIC 64]",16393.867,6671.089
"R millions current prices","2022","P8: Mpumalanga","I07: Transport, storage and communication [QSIC 7]",53712.286,22316.772
"R millions current prices","2022","P8: Mpumalanga","I0717: Transport and storage [QSIC 71-74]",41524.42,18408.647
"R millions current prices","2022","P8: Mpumalanga","I071741: Transport and storage [QSIC 71-74]",41524.42,18408.647
"R millions current prices","2022","P8: Mpumalanga","I0718: Communication [QSIC 75]",12187.866,3908.125
"R millions current prices","2022","P8: Mpumalanga","I071842: Communication [QSIC 75]",12187.866,3908.125
"R millions current prices","2022","P8: Mpumalanga","I08: Finance, insurance, real estate and business services [QSIC 8]",133114.997,75064.234
"R millions current prices","2022","P8: Mpumalanga","I0819: Finance and insurance [QSIC 81-82]",23863.292,13356.107
"R millions current prices","2022","P8: Mpumalanga","I081943: Finance and insurance [QSIC 81-82]",23863.292,13356.107
"R millions current prices","2022","P8: Mpumalanga","I0820: Business services [QSIC 83-88]",109251.705,61708.127
"R millions current prices","2022","P8: Mpumalanga","I082044: Professional business services [QSIC 831-883]",86357.277,49815.789
"R millions current prices","2022","P8: Mpumalanga","I082045: Business activities n.e.c. [QSIC 889]",22894.428,11892.338
"R millions current prices","2022","P8: Mpumalanga","I09: General government [QSIC 91]",36553.421,22234.209
"R millions current prices","2022","P8: Mpumalanga","I0921: General government [QSIC 91]",36553.421,22234.209
"R millions current prices","2022","P8: Mpumalanga","I092146: National and Provincial government [QSIC 911]",28147.643,16282.054
"R millions current prices","2022","P8: Mpumalanga","I092147: Local government [QSIC 913]",8405.778,5952.155
"R millions current prices","2022","P8: Mpumalanga","I10: Community, social and personal services [QSIC 92-96, 99]",110316.749,77370.66
"R millions current prices","2022","P8: Mpumalanga","I1022: Community, social and personal services [QSIC 92-96, 99]",110316.749,77370.66
"R millions current prices","2022","P8: Mpumalanga","I102248: Education (Private) [QSIC 92]",51419.045,40470.548
"R millions current prices","2022","P8: Mpumalanga","I102249: Health and social work (Private) [QSIC 93]",34266.136,20507.857
"R millions current prices","2022","P8: Mpumalanga","I102250: Other community, social and personal services [QSIC 94-96, 99]",24631.568,16392.255
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","Total",322000.476,130906.511
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I1: Primary sector [SIC: 1-2]",79175.938,32192.311
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I01: Agriculture, forestry and fishing [QSIC 1]",18079.801,5533.036
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I0101: Agriculture, forestry and fishing [QSIC 1]",18079.801,5533.036
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I010101: Agriculture [QSIC 11]",15377.064,4540.968
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I010102: Forestry [QSIC 12]",2681.298,981.198
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I010103: Fishing [QSIC 13]",21.439,10.87
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I02: Mining and quarrying [QSIC 2]",61096.137,26659.275
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I0202: Mining and quarrying [QSIC 2]",61096.137,26659.275
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I020204: Coal [QSIC 21]",53304.982,23443.882
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I020205: Gold [QSIC 23]",3057.6,1319.408
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I020206: Metals [QSIC 24]",3121.992,1419.664
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I020207: Other mining and quarrying [22, 25-29]",1611.563,476.321
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I2: Secondary sector [SIC: 3-5]",128164.961,32927.188
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I03: Manufacturing [QSIC 3]",107847.171,25234.756
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I0303: Food, beverages and tobacco [QSIC 30]",10606.56,2524.165
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030308: Food [QSIC 301-304]",9271.867,1945.97
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030309: Beverages and tobacco [QSIC 305-306]",1334.693,578.195
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I0304: Textiles, clothing and leather goods [QSIC 31]",585.354,199.871
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030410: Textiles [QSIC 311-312]",261.21,97.757
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030411: Wearing apparel [QSIC 313-315]",301.161,96.475
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030412: Leather and leather products [QSIC 316]",13.719,2.834
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030413: Footwear [QSIC 317]",9.264,2.805
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I0305: Wood and paper; publishing and printing [QSIC 32]",3234.475,1008.209
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030514: Wood and wood products [QSIC 321-322]",1547.502,445.507
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030515: Paper and paper products [QSIC 323]",1479.327,492.148
