"Copyright 2025 Quantec EasyData"
"Download Date: 2025-11-14"
"Data Set: RGVA—Regional Output and GVA at basic prices by industry and 2016 local municipal/ward-based metro region level"
"Source: Quantec"
"Frequency: Annual"
"","","","","",""
"Concept","","","","Output at basic prices","Gross value added at basic prices"
"Unit","Date","Geography","Industry","",""
"R millions current prices","2020","P3D02: Pixley ka Seme (DC7)","I102248: Education (Private) [QSIC 92]",2018.924,1582.823
"R millions current prices","2020","P3D02: Pixley ka Seme (DC7)","I102249: Health and social work (Private) [QSIC 93]",1443.708,857.139
"R millions current prices","2020","P3D02: Pixley ka Seme (DC7)","I102250: Other community, social and personal services [QSIC 94-96, 99]",846.355,590.634
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","Total",53578.743,23661.031
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I1: Primary sector [SIC: 1-2]",19985.77,6625.113
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I01: Agriculture, forestry and fishing [QSIC 1]",12021.203,3409.714
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0101: Agriculture, forestry and fishing [QSIC 1]",12021.203,3409.714
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I010101: Agriculture [QSIC 11]",11952.188,3385.87
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I010102: Forestry [QSIC 12]",62.768,20.429
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I010103: Fishing [QSIC 13]",6.247,3.415
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I02: Mining and quarrying [QSIC 2]",7964.567,3215.399
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0202: Mining and quarrying [QSIC 2]",7964.567,3215.399
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I020206: Metals [QSIC 24]",6919.071,2925.415
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I020207: Other mining and quarrying [22, 25-29]",1045.496,289.984
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I2: Secondary sector [SIC: 3-5]",7750.944,2484.585
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I03: Manufacturing [QSIC 3]",4417.764,1192.43
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0303: Food, beverages and tobacco [QSIC 30]",1649.452,442.02
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030308: Food [QSIC 301-304]",1104.558,229.084
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030309: Beverages and tobacco [QSIC 305-306]",544.894,212.936
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0304: Textiles, clothing and leather goods [QSIC 31]",32.615,12.418
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030410: Textiles [QSIC 311-312]",21.047,8.917
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030411: Wearing apparel [QSIC 313-315]",11.568,3.501
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030412: Leather and leather products [QSIC 316]",0.0,0.0
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030413: Footwear [QSIC 317]",0.0,0.0
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0305: Wood and paper; publishing and printing [QSIC 32]",209.345,71.531
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030514: Wood and wood products [QSIC 321-322]",18.494,5.151
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030515: Paper and paper products [QSIC 323]",175.729,61.709
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030516: Printing , recorded media [QSIC 324-326]",15.122,4.671
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0306: Petroleum products, chemicals, rubber and plastic [QSIC 33]",573.367,139.128
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",342.086,73.889
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030618: Basic chemicals [QSIC 334]",32.162,6.661
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030619: Other chemical products [QSIC 335-336]",180.235,54.525
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030620: Rubber products [QSIC 337]",11.052,2.173
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030621: Plastic products [QSIC 338]",7.832,1.88
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0307: Other non-metal mineral products [QSIC 34]",544.406,150.859
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030722: Glass and glass products [QSIC 341]",2.559,0.688
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030723: Non-metallic mineral products [QSIC 342]",541.847,150.171
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0308: Metals, metal products, machinery and equipment [QSIC 35]",558.218,140.62
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",270.427,58.677
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030825: Non-ferrous metal products [QSIC 352]",49.959,7.553
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030826: Structural metal products [QSIC 354]",39.912,11.621
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030827: Other fabricated metal products [QSIC 355]",63.818,19.678
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030828: Machinery and equipment [QSIC 356-359]",134.102,43.091
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0309: Electrical machinery and apparatus [QSIC 36]",14.377,2.905
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I030929: Electrical machinery [QSIC 361-366]",14.377,2.905
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0310: Radio, TV, instruments, watches and clocks [QSIC 37]",88.576,33.638
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I031030: Radio, television and communication apparatus [QSIC 371-373]",7.405,0.602
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I031031: Professional equipment [QSIC 374-376]",81.171,33.036
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0311: Transport equipment [QSIC 38]",146.53,22.743
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",140.086,20.91
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I031133: Other transport equipment [QSIC 384-387]",6.444,1.833
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0312: Furniture; other manufacturing [QSIC 39]",600.878,176.568
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I031234: Furniture [QSIC 391]",5.676,1.303
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I031235: Other manufacturing groups [QSIC 392, 395]",595.202,175.265
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I04: Electricity, gas and water [QSIC 4]",1707.369,777.065
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0413: Electricity, gas and water [QSIC 4]",1707.369,777.065
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I041336: Electricity and gas [QSIC 41]",1284.425,529.744
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I041337: Water [QSIC 42]",422.944,247.321
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I05: Construction [QSIC 5]",1625.811,515.09
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0514: Construction [QSIC 5]",1625.811,515.09
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I051438: Construction [QSIC 5]",1625.811,515.09
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I3: Tertiary sector [SIC: 6-9, 0]",25842.029,14551.333
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I06: Wholesale and retail trade, catering and accommodation [QSIC 6]",4622.461,2528.795
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0615: Wholesale and retail trade [QSIC 61-63]",4115.847,2337.582
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I061539: Wholesale and retail trade [QSIC 61-63]",4115.847,2337.582
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0616: Catering and accommodation services [QSIC 64]",506.614,191.213
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I061640: Catering and accommodation services [QSIC 64]",506.614,191.213
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I07: Transport, storage and communication [QSIC 7]",5323.386,2118.019
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0717: Transport and storage [QSIC 71-74]",3606.42,1570.185
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I071741: Transport and storage [QSIC 71-74]",3606.42,1570.185
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0718: Communication [QSIC 75]",1716.966,547.834
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I071842: Communication [QSIC 75]",1716.966,547.834
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I08: Finance, insurance, real estate and business services [QSIC 8]",6596.244,3619.145
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0819: Finance and insurance [QSIC 81-82]",1596.239,870.837
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I081943: Finance and insurance [QSIC 81-82]",1596.239,870.837
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0820: Business services [QSIC 83-88]",5000.005,2748.308
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I082044: Professional business services [QSIC 831-883]",3738.646,2088.821
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I082045: Business activities n.e.c. [QSIC 889]",1261.359,659.487
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I09: General government [QSIC 91]",3852.772,2475.37
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I0921: General government [QSIC 91]",3852.772,2475.37
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I092146: National and Provincial government [QSIC 911]",2646.122,1602.294
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I092147: Local government [QSIC 913]",1206.65,873.076
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I10: Community, social and personal services [QSIC 92-96, 99]",5447.166,3810.004
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I1022: Community, social and personal services [QSIC 92-96, 99]",5447.166,3810.004
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I102248: Education (Private) [QSIC 92]",2370.543,1874.391
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I102249: Health and social work (Private) [QSIC 93]",1768.797,1070.531
"R millions current prices","2020","P3D03: Z F Mgcawu (DC8)","I102250: Other community, social and personal services [QSIC 94-96, 99]",1307.826,865.082
"R millions current prices","2020","P3D04: Frances Baard (DC9)","Total",72630.17,36623.095
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I1: Primary sector [SIC: 1-2]",7274.181,2153.901
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I01: Agriculture, forestry and fishing [QSIC 1]",4466.856,1293.115
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0101: Agriculture, forestry and fishing [QSIC 1]",4466.856,1293.115
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I010101: Agriculture [QSIC 11]",4380.588,1260.604
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I010102: Forestry [QSIC 12]",66.566,21.578
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I010103: Fishing [QSIC 13]",19.702,10.933
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I02: Mining and quarrying [QSIC 2]",2807.325,860.786
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0202: Mining and quarrying [QSIC 2]",2807.325,860.786
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I020206: Metals [QSIC 24]",622.663,265.396
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I020207: Other mining and quarrying [22, 25-29]",2184.662,595.39
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I2: Secondary sector [SIC: 3-5]",11011.317,3614.149
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I03: Manufacturing [QSIC 3]",6125.947,1644.133
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0303: Food, beverages and tobacco [QSIC 30]",1619.797,423.761
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030308: Food [QSIC 301-304]",1178.404,249.151
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030309: Beverages and tobacco [QSIC 305-306]",441.393,174.61
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0304: Textiles, clothing and leather goods [QSIC 31]",161.406,52.412
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030410: Textiles [QSIC 311-312]",45.688,18.035
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030411: Wearing apparel [QSIC 313-315]",113.191,33.787
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030412: Leather and leather products [QSIC 316]",0.435,0.084
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030413: Footwear [QSIC 317]",2.092,0.506
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0305: Wood and paper; publishing and printing [QSIC 32]",223.303,73.616
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030514: Wood and wood products [QSIC 321-322]",40.579,11.344
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030515: Paper and paper products [QSIC 323]",103.895,35.956
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030516: Printing , recorded media [QSIC 324-326]",78.829,26.316
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0306: Petroleum products, chemicals, rubber and plastic [QSIC 33]",789.374,177.489
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",441.203,95.936
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030618: Basic chemicals [QSIC 334]",179.033,33.99
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030619: Other chemical products [QSIC 335-336]",120.838,37.977
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030620: Rubber products [QSIC 337]",37.807,7.05
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030621: Plastic products [QSIC 338]",10.493,2.536
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0307: Other non-metal mineral products [QSIC 34]",518.751,144.03
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030722: Glass and glass products [QSIC 341]",19.422,5.926
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030723: Non-metallic mineral products [QSIC 342]",499.329,138.104
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0308: Metals, metal products, machinery and equipment [QSIC 35]",886.102,257.449
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",166.218,35.22
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030825: Non-ferrous metal products [QSIC 352]",40.752,6.438
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030826: Structural metal products [QSIC 354]",71.655,21.352
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030827: Other fabricated metal products [QSIC 355]",179.286,54.897
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030828: Machinery and equipment [QSIC 356-359]",428.191,139.542
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0309: Electrical machinery and apparatus [QSIC 36]",42.47,10.798
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030929: Electrical machinery [QSIC 361-366]",42.47,10.798
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0310: Radio, TV, instruments, watches and clocks [QSIC 37]",16.673,5.572
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I031030: Radio, television and communication apparatus [QSIC 371-373]",4.054,0.333
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I031031: Professional equipment [QSIC 374-376]",12.619,5.239
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0311: Transport equipment [QSIC 38]",422.358,67.857
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",405.885,63.222
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I031133: Other transport equipment [QSIC 384-387]",16.473,4.635
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0312: Furniture; other manufacturing [QSIC 39]",1445.713,431.149
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I031234: Furniture [QSIC 391]",33.61,7.985
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I031235: Other manufacturing groups [QSIC 392, 395]",1412.103,423.164
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I04: Electricity, gas and water [QSIC 4]",3037.453,1393.649
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0413: Electricity, gas and water [QSIC 4]",3037.453,1393.649
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I041336: Electricity and gas [QSIC 41]",2283.99,945.18
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I041337: Water [QSIC 42]",753.463,448.469
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I05: Construction [QSIC 5]",1847.917,576.367
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0514: Construction [QSIC 5]",1847.917,576.367
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I051438: Construction [QSIC 5]",1847.917,576.367
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I3: Tertiary sector [SIC: 6-9, 0]",54344.672,30855.045
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I06: Wholesale and retail trade, catering and accommodation [QSIC 6]",8557.441,4758.269
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0615: Wholesale and retail trade [QSIC 61-63]",7665.409,4415.172
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I061539: Wholesale and retail trade [QSIC 61-63]",7665.409,4415.172
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0616: Catering and accommodation services [QSIC 64]",892.032,343.097
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I061640: Catering and accommodation services [QSIC 64]",892.032,343.097
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I07: Transport, storage and communication [QSIC 7]",9659.038,3879.429
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0717: Transport and storage [QSIC 71-74]",6026.121,2705.109
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I071741: Transport and storage [QSIC 71-74]",6026.121,2705.109
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0718: Communication [QSIC 75]",3632.917,1174.32
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I071842: Communication [QSIC 75]",3632.917,1174.32
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I08: Finance, insurance, real estate and business services [QSIC 8]",15632.925,8454.147
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0819: Finance and insurance [QSIC 81-82]",3697.111,1940.919
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I081943: Finance and insurance [QSIC 81-82]",3697.111,1940.919
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0820: Business services [QSIC 83-88]",11935.814,6513.228
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I082044: Professional business services [QSIC 831-883]",9453.939,5219.394
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I082045: Business activities n.e.c. [QSIC 889]",2481.875,1293.834
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I09: General government [QSIC 91]",8012.964,5149.416
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I0921: General government [QSIC 91]",8012.964,5149.416
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I092146: National and Provincial government [QSIC 911]",6359.926,3923.409
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I092147: Local government [QSIC 913]",1653.038,1226.007
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I10: Community, social and personal services [QSIC 92-96, 99]",12482.304,8613.784
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I1022: Community, social and personal services [QSIC 92-96, 99]",12482.304,8613.784
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I102248: Education (Private) [QSIC 92]",4924.338,3921.291
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I102249: Health and social work (Private) [QSIC 93]",5149.852,3179.079
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I102250: Other community, social and personal services [QSIC 94-96, 99]",2408.114,1513.414
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","Total",56626.591,25411.769
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I1: Primary sector [SIC: 1-2]",35695.352,14462.02
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I01: Agriculture, forestry and fishing [QSIC 1]",2159.549,622.507
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0101: Agriculture, forestry and fishing [QSIC 1]",2159.549,622.507
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I010101: Agriculture [QSIC 11]",2128.461,612.559
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I010102: Forestry [QSIC 12]",31.088,9.948
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I010103: Fishing [QSIC 13]",0.0,0.0
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I02: Mining and quarrying [QSIC 2]",33535.803,13839.513
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0202: Mining and quarrying [QSIC 2]",33535.803,13839.513
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I020206: Metals [QSIC 24]",33005.374,13695.764
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I020207: Other mining and quarrying [22, 25-29]",530.429,143.749
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I2: Secondary sector [SIC: 3-5]",4198.146,1335.273
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I03: Manufacturing [QSIC 3]",2235.427,581.228
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0303: Food, beverages and tobacco [QSIC 30]",588.826,159.15
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030308: Food [QSIC 301-304]",394.252,82.902
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030309: Beverages and tobacco [QSIC 305-306]",194.574,76.248
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0304: Textiles, clothing and leather goods [QSIC 31]",40.634,12.73
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030410: Textiles [QSIC 311-312]",9.483,3.694
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030411: Wearing apparel [QSIC 313-315]",29.231,8.615
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030412: Leather and leather products [QSIC 316]",1.92,0.421
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030413: Footwear [QSIC 317]",0.0,0.0
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0305: Wood and paper; publishing and printing [QSIC 32]",49.369,15.505
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030514: Wood and wood products [QSIC 321-322]",20.133,5.753
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030515: Paper and paper products [QSIC 323]",16.22,5.478
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030516: Printing , recorded media [QSIC 324-326]",13.016,4.274
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0306: Petroleum products, chemicals, rubber and plastic [QSIC 33]",253.122,60.258
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",90.459,19.351
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030618: Basic chemicals [QSIC 334]",65.494,12.609
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030619: Other chemical products [QSIC 335-336]",84.277,25.736
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030620: Rubber products [QSIC 337]",10.54,2.042
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030621: Plastic products [QSIC 338]",2.352,0.52
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0307: Other non-metal mineral products [QSIC 34]",143.436,38.015
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030722: Glass and glass products [QSIC 341]",3.262,0.949
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030723: Non-metallic mineral products [QSIC 342]",140.174,37.066
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0308: Metals, metal products, machinery and equipment [QSIC 35]",631.147,147.323
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",183.165,38.946
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030825: Non-ferrous metal products [QSIC 352]",204.737,32.188
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030826: Structural metal products [QSIC 354]",23.403,6.857
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030827: Other fabricated metal products [QSIC 355]",88.885,28.585
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030828: Machinery and equipment [QSIC 356-359]",130.957,40.747
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0309: Electrical machinery and apparatus [QSIC 36]",4.27,0.966
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030929: Electrical machinery [QSIC 361-366]",4.27,0.966
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0310: Radio, TV, instruments, watches and clocks [QSIC 37]",0.701,0.054
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I031030: Radio, television and communication apparatus [QSIC 371-373]",0.701,0.054
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I031031: Professional equipment [QSIC 374-376]",0.0,0.0
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0311: Transport equipment [QSIC 38]",48.694,7.83
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",43.223,6.199
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I031133: Other transport equipment [QSIC 384-387]",5.471,1.631
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I0312: Furniture; other manufacturing [QSIC 39]",475.228,139.397
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I031234: Furniture [QSIC 391]",6.133,1.449
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I031235: Other manufacturing groups [QSIC 392, 395]",469.095,137.948
