"Copyright 2025 Quantec EasyData"
"Download Date: 2025-11-14"
"Data Set: RGVA—Regional Output and GVA at basic prices by industry and 2016 local municipal/ward-based metro region level"
"Source: Quantec"
"Frequency: Annual"
"","","","","",""
"Concept","","","","Output at basic prices","Gross value added at basic prices"
"Unit","Date","Geography","Industry","",""
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I010102: Forestry [QSIC 12]",63.469,19.852
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I010103: Fishing [QSIC 13]",759.376,399.619
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I020206: Metals [QSIC 24]",0.0,0.0
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I020207: Other mining and quarrying [22, 25-29]",391.734,112.356
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030308: Food [QSIC 301-304]",13165.761,3246.457
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030309: Beverages and tobacco [QSIC 305-306]",5708.545,2297.478
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030410: Textiles [QSIC 311-312]",1942.757,756.159
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030411: Wearing apparel [QSIC 313-315]",627.044,197.493
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030412: Leather and leather products [QSIC 316]",1144.765,238.596
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030413: Footwear [QSIC 317]",459.279,117.355
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030514: Wood and wood products [QSIC 321-322]",980.36,300.934
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030515: Paper and paper products [QSIC 323]",2644.736,933.672
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030516: Printing , recorded media [QSIC 324-326]",1530.116,525.217
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",7219.024,1545.944
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030618: Basic chemicals [QSIC 334]",3551.849,726.283
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030619: Other chemical products [QSIC 335-336]",7053.205,2185.996
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030620: Rubber products [QSIC 337]",4768.994,1054.765
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030621: Plastic products [QSIC 338]",1377.809,398.333
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030722: Glass and glass products [QSIC 341]",874.043,283.69
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030723: Non-metallic mineral products [QSIC 342]",1971.82,546.316
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",2012.13,413.874
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030825: Non-ferrous metal products [QSIC 352]",1466.398,223.813
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030826: Structural metal products [QSIC 354]",1358.501,407.555
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030827: Other fabricated metal products [QSIC 355]",3950.746,1263.821
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030828: Machinery and equipment [QSIC 356-359]",4753.865,1566.58
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I030929: Electrical machinery [QSIC 361-366]",4706.186,1129.102
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I031030: Radio, television and communication apparatus [QSIC 371-373]",455.457,32.466
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I031031: Professional equipment [QSIC 374-376]",609.249,271.36
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",54004.282,9420.186
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I031133: Other transport equipment [QSIC 384-387]",1217.477,476.168
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I031234: Furniture [QSIC 391]",398.982,96.082
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I031235: Other manufacturing groups [QSIC 392, 395]",7540.553,2207.276
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I041336: Electricity and gas [QSIC 41]",3375.836,1391.979
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I041337: Water [QSIC 42]",826.347,489.106
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I051438: Construction [QSIC 5]",13390.52,4577.509
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I061539: Wholesale and retail trade [QSIC 61-63]",38187.992,22701.754
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I061640: Catering and accommodation services [QSIC 64]",4872.177,1998.13
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I071741: Transport and storage [QSIC 71-74]",17432.886,7568.441
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I071842: Communication [QSIC 75]",11034.251,3671.293
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I081943: Finance and insurance [QSIC 81-82]",13111.417,6891.397
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I082044: Professional business services [QSIC 831-883]",36968.662,21239.562
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I082045: Business activities n.e.c. [QSIC 889]",7176.105,3753.034
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I092146: National and Provincial government [QSIC 911]",14090.058,8681.511
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I092147: Local government [QSIC 913]",4334.475,3222.096
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I102248: Education (Private) [QSIC 92]",14683.951,11563.904
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I102249: Health and social work (Private) [QSIC 93]",16016.979,9958.683
"R millions current prices","2019","P2D08: Nelson Mandela Bay (NMA)","I102250: Other community, social and personal services [QSIC 94-96, 99]",8505.788,5604.699
"R millions current prices","2019","P3: Northern Cape","I010101: Agriculture [QSIC 11]",23234.357,6480.484
"R millions current prices","2019","P3: Northern Cape","I010102: Forestry [QSIC 12]",286.065,88.829
"R millions current prices","2019","P3: Northern Cape","I010103: Fishing [QSIC 13]",135.38,70.955
"R millions current prices","2019","P3: Northern Cape","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2019","P3: Northern Cape","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2019","P3: Northern Cape","I020206: Metals [QSIC 24]",41664.243,16467.442
"R millions current prices","2019","P3: Northern Cape","I020207: Other mining and quarrying [22, 25-29]",7787.836,2124.263
"R millions current prices","2019","P3: Northern Cape","I030308: Food [QSIC 301-304]",3172.451,689.444
"R millions current prices","2019","P3: Northern Cape","I030309: Beverages and tobacco [QSIC 305-306]",1300.14,510.711
"R millions current prices","2019","P3: Northern Cape","I030410: Textiles [QSIC 311-312]",84.153,34.482
"R millions current prices","2019","P3: Northern Cape","I030411: Wearing apparel [QSIC 313-315]",154.141,49.668
"R millions current prices","2019","P3: Northern Cape","I030412: Leather and leather products [QSIC 316]",2.396,0.518
"R millions current prices","2019","P3: Northern Cape","I030413: Footwear [QSIC 317]",2.083,0.498
"R millions current prices","2019","P3: Northern Cape","I030514: Wood and wood products [QSIC 321-322]",77.771,22.965
"R millions current prices","2019","P3: Northern Cape","I030515: Paper and paper products [QSIC 323]",273.81,98.017
"R millions current prices","2019","P3: Northern Cape","I030516: Printing , recorded media [QSIC 324-326]",112.802,37.095
"R millions current prices","2019","P3: Northern Cape","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",934.079,197.548
"R millions current prices","2019","P3: Northern Cape","I030618: Basic chemicals [QSIC 334]",506.692,104.281
"R millions current prices","2019","P3: Northern Cape","I030619: Other chemical products [QSIC 335-336]",414.829,123.306
"R millions current prices","2019","P3: Northern Cape","I030620: Rubber products [QSIC 337]",64.172,13.317
"R millions current prices","2019","P3: Northern Cape","I030621: Plastic products [QSIC 338]",19.56,5.302
"R millions current prices","2019","P3: Northern Cape","I030722: Glass and glass products [QSIC 341]",27.025,8.408
"R millions current prices","2019","P3: Northern Cape","I030723: Non-metallic mineral products [QSIC 342]",1208.486,335.944
"R millions current prices","2019","P3: Northern Cape","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",668.214,137.628
"R millions current prices","2019","P3: Northern Cape","I030825: Non-ferrous metal products [QSIC 352]",251.608,38.874
"R millions current prices","2019","P3: Northern Cape","I030826: Structural metal products [QSIC 354]",160.572,46.908
"R millions current prices","2019","P3: Northern Cape","I030827: Other fabricated metal products [QSIC 355]",504.385,160.757
"R millions current prices","2019","P3: Northern Cape","I030828: Machinery and equipment [QSIC 356-359]",805.487,262.853
"R millions current prices","2019","P3: Northern Cape","I030929: Electrical machinery [QSIC 361-366]",100.703,23.846
"R millions current prices","2019","P3: Northern Cape","I031030: Radio, television and communication apparatus [QSIC 371-373]",12.078,0.8
"R millions current prices","2019","P3: Northern Cape","I031031: Professional equipment [QSIC 374-376]",84.313,35.889
"R millions current prices","2019","P3: Northern Cape","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",646.242,108.414
"R millions current prices","2019","P3: Northern Cape","I031133: Other transport equipment [QSIC 384-387]",32.662,11.622
"R millions current prices","2019","P3: Northern Cape","I031234: Furniture [QSIC 391]",51.013,11.719
"R millions current prices","2019","P3: Northern Cape","I031235: Other manufacturing groups [QSIC 392, 395]",2527.833,742.008
"R millions current prices","2019","P3: Northern Cape","I041336: Electricity and gas [QSIC 41]",5694.226,2339.181
"R millions current prices","2019","P3: Northern Cape","I041337: Water [QSIC 42]",1814.241,1034.254
"R millions current prices","2019","P3: Northern Cape","I051438: Construction [QSIC 5]",7861.958,2566.31
"R millions current prices","2019","P3: Northern Cape","I061539: Wholesale and retail trade [QSIC 61-63]",20642.056,11877.063
"R millions current prices","2019","P3: Northern Cape","I061640: Catering and accommodation services [QSIC 64]",3221.888,1276.586
"R millions current prices","2019","P3: Northern Cape","I071741: Transport and storage [QSIC 71-74]",16107.754,7282.643
"R millions current prices","2019","P3: Northern Cape","I071842: Communication [QSIC 75]",7870.717,2596.504
"R millions current prices","2019","P3: Northern Cape","I081943: Finance and insurance [QSIC 81-82]",7469.266,4100.834
"R millions current prices","2019","P3: Northern Cape","I082044: Professional business services [QSIC 831-883]",16805.171,9235.0
"R millions current prices","2019","P3: Northern Cape","I082045: Business activities n.e.c. [QSIC 889]",5507.024,2840.949
"R millions current prices","2019","P3: Northern Cape","I092146: National and Provincial government [QSIC 911]",14983.064,9038.485
"R millions current prices","2019","P3: Northern Cape","I092147: Local government [QSIC 913]",5194.98,3715.391
"R millions current prices","2019","P3: Northern Cape","I102248: Education (Private) [QSIC 92]",12723.492,9839.675
"R millions current prices","2019","P3: Northern Cape","I102249: Health and social work (Private) [QSIC 93]",10863.612,6576.814
"R millions current prices","2019","P3: Northern Cape","I102250: Other community, social and personal services [QSIC 94-96, 99]",6324.425,4242.367
"R millions current prices","2019","P3D01: Namakwa (DC6)","I010101: Agriculture [QSIC 11]",3161.058,900.482
"R millions current prices","2019","P3D01: Namakwa (DC6)","I010102: Forestry [QSIC 12]",39.017,11.859
"R millions current prices","2019","P3D01: Namakwa (DC6)","I010103: Fishing [QSIC 13]",105.775,54.733
"R millions current prices","2019","P3D01: Namakwa (DC6)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I020206: Metals [QSIC 24]",5554.161,2116.462
"R millions current prices","2019","P3D01: Namakwa (DC6)","I020207: Other mining and quarrying [22, 25-29]",2961.335,803.335
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030308: Food [QSIC 301-304]",323.139,67.769
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030309: Beverages and tobacco [QSIC 305-306]",173.646,68.242
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030410: Textiles [QSIC 311-312]",2.439,0.795
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030411: Wearing apparel [QSIC 313-315]",1.975,0.601
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030412: Leather and leather products [QSIC 316]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030413: Footwear [QSIC 317]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030514: Wood and wood products [QSIC 321-322]",1.16,0.327
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030515: Paper and paper products [QSIC 323]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030516: Printing , recorded media [QSIC 324-326]",3.469,0.944
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",58.229,12.382
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030618: Basic chemicals [QSIC 334]",235.553,48.972
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030619: Other chemical products [QSIC 335-336]",15.39,4.235
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030620: Rubber products [QSIC 337]",5.878,1.296
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030621: Plastic products [QSIC 338]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030722: Glass and glass products [QSIC 341]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030723: Non-metallic mineral products [QSIC 342]",39.51,10.209
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",61.565,12.562
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030825: Non-ferrous metal products [QSIC 352]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030826: Structural metal products [QSIC 354]",10.96,3.208
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030827: Other fabricated metal products [QSIC 355]",140.444,45.922
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030828: Machinery and equipment [QSIC 356-359]",80.858,26.758
"R millions current prices","2019","P3D01: Namakwa (DC6)","I030929: Electrical machinery [QSIC 361-366]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I031030: Radio, television and communication apparatus [QSIC 371-373]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I031031: Professional equipment [QSIC 374-376]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",53.419,9.573
"R millions current prices","2019","P3D01: Namakwa (DC6)","I031133: Other transport equipment [QSIC 384-387]",0.0,0.0
"R millions current prices","2019","P3D01: Namakwa (DC6)","I031234: Furniture [QSIC 391]",1.097,0.272
"R millions current prices","2019","P3D01: Namakwa (DC6)","I031235: Other manufacturing groups [QSIC 392, 395]",77.194,23.111
"R millions current prices","2019","P3D01: Namakwa (DC6)","I041336: Electricity and gas [QSIC 41]",497.728,202.085
"R millions current prices","2019","P3D01: Namakwa (DC6)","I041337: Water [QSIC 42]",195.667,110.424
"R millions current prices","2019","P3D01: Namakwa (DC6)","I051438: Construction [QSIC 5]",1000.166,328.547
"R millions current prices","2019","P3D01: Namakwa (DC6)","I061539: Wholesale and retail trade [QSIC 61-63]",2125.39,1216.415
"R millions current prices","2019","P3D01: Namakwa (DC6)","I061640: Catering and accommodation services [QSIC 64]",383.599,150.387
"R millions current prices","2019","P3D01: Namakwa (DC6)","I071741: Transport and storage [QSIC 71-74]",1428.256,675.012
"R millions current prices","2019","P3D01: Namakwa (DC6)","I071842: Communication [QSIC 75]",767.879,256.085
"R millions current prices","2019","P3D01: Namakwa (DC6)","I081943: Finance and insurance [QSIC 81-82]",643.171,368.879
"R millions current prices","2019","P3D01: Namakwa (DC6)","I082044: Professional business services [QSIC 831-883]",1105.961,581.336
"R millions current prices","2019","P3D01: Namakwa (DC6)","I082045: Business activities n.e.c. [QSIC 889]",498.2,256.539
"R millions current prices","2019","P3D01: Namakwa (DC6)","I092146: National and Provincial government [QSIC 911]",1567.77,945.112
"R millions current prices","2019","P3D01: Namakwa (DC6)","I092147: Local government [QSIC 913]",677.567,485.688
"R millions current prices","2019","P3D01: Namakwa (DC6)","I102248: Education (Private) [QSIC 92]",1540.826,1186.288
"R millions current prices","2019","P3D01: Namakwa (DC6)","I102249: Health and social work (Private) [QSIC 93]",1097.617,651.336
"R millions current prices","2019","P3D01: Namakwa (DC6)","I102250: Other community, social and personal services [QSIC 94-96, 99]",782.553,496.033
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I010101: Agriculture [QSIC 11]",5360.262,1510.674
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I010102: Forestry [QSIC 12]",92.962,29.065
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I010103: Fishing [QSIC 13]",2.581,1.263
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I020206: Metals [QSIC 24]",235.113,84.945
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I020207: Other mining and quarrying [22, 25-29]",266.84,70.21
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030308: Food [QSIC 301-304]",601.438,123.013
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030309: Beverages and tobacco [QSIC 305-306]",78.84,30.413
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030410: Textiles [QSIC 311-312]",9.931,4.226
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030411: Wearing apparel [QSIC 313-315]",7.799,2.521
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030412: Leather and leather products [QSIC 316]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030413: Footwear [QSIC 317]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030514: Wood and wood products [QSIC 321-322]",9.633,2.807
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030515: Paper and paper products [QSIC 323]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030516: Printing , recorded media [QSIC 324-326]",3.731,1.147
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",85.067,17.492
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030618: Basic chemicals [QSIC 334]",28.037,5.388
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030619: Other chemical products [QSIC 335-336]",64.168,18.89
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030620: Rubber products [QSIC 337]",0.745,0.117
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030621: Plastic products [QSIC 338]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030722: Glass and glass products [QSIC 341]",2.814,0.86
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030723: Non-metallic mineral products [QSIC 342]",47.393,11.83
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1.807,0.336
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030825: Non-ferrous metal products [QSIC 352]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030826: Structural metal products [QSIC 354]",9.931,2.662
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030827: Other fabricated metal products [QSIC 355]",43.744,13.624
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030828: Machinery and equipment [QSIC 356-359]",55.928,19.414
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I030929: Electrical machinery [QSIC 361-366]",47.021,10.221
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I031030: Radio, television and communication apparatus [QSIC 371-373]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I031031: Professional equipment [QSIC 374-376]",0.0,0.0
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",15.5,2.506
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I031133: Other transport equipment [QSIC 384-387]",3.767,1.431
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I031234: Furniture [QSIC 391]",7.092,1.702
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I031235: Other manufacturing groups [QSIC 392, 395]",123.294,34.415
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I041336: Electricity and gas [QSIC 41]",1087.962,444.015
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I041337: Water [QSIC 42]",160.372,89.919
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I051438: Construction [QSIC 5]",1273.411,394.229
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I061539: Wholesale and retail trade [QSIC 61-63]",2792.212,1581.155
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I061640: Catering and accommodation services [QSIC 64]",558.397,216.47
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I071741: Transport and storage [QSIC 71-74]",1782.817,816.674
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I071842: Communication [QSIC 75]",937.149,301.929
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I081943: Finance and insurance [QSIC 81-82]",916.44,532.667
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I082044: Professional business services [QSIC 831-883]",1629.823,933.646
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I082045: Business activities n.e.c. [QSIC 889]",633.472,321.323
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I092146: National and Provincial government [QSIC 911]",2221.939,1320.514
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I092147: Local government [QSIC 913]",986.108,696.364
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I102248: Education (Private) [QSIC 92]",2008.207,1545.567
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I102249: Health and social work (Private) [QSIC 93]",1454.827,859.401
"R millions current prices","2019","P3D02: Pixley ka Seme (DC7)","I102250: Other community, social and personal services [QSIC 94-96, 99]",846.729,596.306
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I010101: Agriculture [QSIC 11]",9528.422,2616.137
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I010102: Forestry [QSIC 12]",59.0,18.415
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I010103: Fishing [QSIC 13]",6.594,3.61
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I020206: Metals [QSIC 24]",5965.803,2407.765
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I020207: Other mining and quarrying [22, 25-29]",1266.335,351.999
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030308: Food [QSIC 301-304]",937.7,205.44
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030309: Beverages and tobacco [QSIC 305-306]",482.099,188.542
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030410: Textiles [QSIC 311-312]",18.836,8.186
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030411: Wearing apparel [QSIC 313-315]",11.041,3.604
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030412: Leather and leather products [QSIC 316]",0.0,0.0
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030413: Footwear [QSIC 317]",0.0,0.0
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030514: Wood and wood products [QSIC 321-322]",15.735,4.628
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030515: Paper and paper products [QSIC 323]",162.009,58.406
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030516: Printing , recorded media [QSIC 324-326]",15.185,4.693
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",305.163,64.561
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030618: Basic chemicals [QSIC 334]",28.671,6.288
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030619: Other chemical products [QSIC 335-336]",155.828,45.885
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030620: Rubber products [QSIC 337]",10.834,2.317
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030621: Plastic products [QSIC 338]",7.284,1.969
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030722: Glass and glass products [QSIC 341]",2.662,0.74
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030723: Non-metallic mineral products [QSIC 342]",505.226,142.226
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",257.855,53.749
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030825: Non-ferrous metal products [QSIC 352]",43.558,6.462
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030826: Structural metal products [QSIC 354]",41.818,12.053
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030827: Other fabricated metal products [QSIC 355]",66.802,21.285
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030828: Machinery and equipment [QSIC 356-359]",128.86,41.762
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I030929: Electrical machinery [QSIC 361-366]",11.732,2.632
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I031030: Radio, television and communication apparatus [QSIC 371-373]",7.193,0.476
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I031031: Professional equipment [QSIC 374-376]",73.306,31.241
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",138.213,22.484
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I031133: Other transport equipment [QSIC 384-387]",6.25,2.219
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I031234: Furniture [QSIC 391]",5.834,1.274
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I031235: Other manufacturing groups [QSIC 392, 395]",559.865,162.756
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I041336: Electricity and gas [QSIC 41]",1232.028,509.152
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I041337: Water [QSIC 42]",433.779,244.751
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I051438: Construction [QSIC 5]",1992.042,656.454
"R millions current prices","2019","P3D03: Z F Mgcawu (DC8)","I061539: Wholesale and retail trade [QSIC 61-63]",4295.03,2445.758
