"Copyright 2025 Quantec EasyData"
"Download Date: 2025-11-14"
"Data Set: RGVA—Regional Output and GVA at basic prices by industry and 2016 local municipal/ward-based metro region level"
"Source: Quantec"
"Frequency: Annual"
"","","","","",""
"Concept","","","","Output at basic prices","Gross value added at basic prices"
"Unit","Date","Geography","Industry","",""
"R millions current prices","2021","P2D02: Amathole (DC12)","I030514: Wood and wood products [QSIC 321-322]",636.411,182.677
"R millions current prices","2021","P2D02: Amathole (DC12)","I030515: Paper and paper products [QSIC 323]",55.992,18.632
"R millions current prices","2021","P2D02: Amathole (DC12)","I030516: Printing , recorded media [QSIC 324-326]",52.051,16.666
"R millions current prices","2021","P2D02: Amathole (DC12)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",534.889,111.95
"R millions current prices","2021","P2D02: Amathole (DC12)","I030618: Basic chemicals [QSIC 334]",24.941,4.806
"R millions current prices","2021","P2D02: Amathole (DC12)","I030619: Other chemical products [QSIC 335-336]",198.984,59.042
"R millions current prices","2021","P2D02: Amathole (DC12)","I030620: Rubber products [QSIC 337]",51.458,9.499
"R millions current prices","2021","P2D02: Amathole (DC12)","I030621: Plastic products [QSIC 338]",12.317,2.874
"R millions current prices","2021","P2D02: Amathole (DC12)","I030722: Glass and glass products [QSIC 341]",10.89,3.481
"R millions current prices","2021","P2D02: Amathole (DC12)","I030723: Non-metallic mineral products [QSIC 342]",388.041,101.211
"R millions current prices","2021","P2D02: Amathole (DC12)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",127.691,28.4
"R millions current prices","2021","P2D02: Amathole (DC12)","I030825: Non-ferrous metal products [QSIC 352]",71.086,11.728
"R millions current prices","2021","P2D02: Amathole (DC12)","I030826: Structural metal products [QSIC 354]",42.826,12.249
"R millions current prices","2021","P2D02: Amathole (DC12)","I030827: Other fabricated metal products [QSIC 355]",354.901,111.02
"R millions current prices","2021","P2D02: Amathole (DC12)","I030828: Machinery and equipment [QSIC 356-359]",48.945,14.36
"R millions current prices","2021","P2D02: Amathole (DC12)","I030929: Electrical machinery [QSIC 361-366]",49.441,10.535
"R millions current prices","2021","P2D02: Amathole (DC12)","I031030: Radio, television and communication apparatus [QSIC 371-373]",24.346,2.008
"R millions current prices","2021","P2D02: Amathole (DC12)","I031031: Professional equipment [QSIC 374-376]",1.676,0.754
"R millions current prices","2021","P2D02: Amathole (DC12)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",394.124,55.55
"R millions current prices","2021","P2D02: Amathole (DC12)","I031133: Other transport equipment [QSIC 384-387]",0.0,0.0
"R millions current prices","2021","P2D02: Amathole (DC12)","I031234: Furniture [QSIC 391]",117.895,31.377
"R millions current prices","2021","P2D02: Amathole (DC12)","I031235: Other manufacturing groups [QSIC 392, 395]",740.909,215.807
"R millions current prices","2021","P2D02: Amathole (DC12)","I041336: Electricity and gas [QSIC 41]",886.244,362.905
"R millions current prices","2021","P2D02: Amathole (DC12)","I041337: Water [QSIC 42]",626.956,366.752
"R millions current prices","2021","P2D02: Amathole (DC12)","I051438: Construction [QSIC 5]",2415.862,682.098
"R millions current prices","2021","P2D02: Amathole (DC12)","I061539: Wholesale and retail trade [QSIC 61-63]",7238.566,4053.072
"R millions current prices","2021","P2D02: Amathole (DC12)","I061640: Catering and accommodation services [QSIC 64]",1192.689,452.307
"R millions current prices","2021","P2D02: Amathole (DC12)","I071741: Transport and storage [QSIC 71-74]",1829.01,774.0
"R millions current prices","2021","P2D02: Amathole (DC12)","I071842: Communication [QSIC 75]",584.166,189.218
"R millions current prices","2021","P2D02: Amathole (DC12)","I081943: Finance and insurance [QSIC 81-82]",1174.246,616.573
"R millions current prices","2021","P2D02: Amathole (DC12)","I082044: Professional business services [QSIC 831-883]",4281.723,2486.25
"R millions current prices","2021","P2D02: Amathole (DC12)","I082045: Business activities n.e.c. [QSIC 889]",1340.52,678.785
"R millions current prices","2021","P2D02: Amathole (DC12)","I092146: National and Provincial government [QSIC 911]",6624.022,3928.505
"R millions current prices","2021","P2D02: Amathole (DC12)","I092147: Local government [QSIC 913]",1460.723,1025.889
"R millions current prices","2021","P2D02: Amathole (DC12)","I102248: Education (Private) [QSIC 92]",11164.799,8722.777
"R millions current prices","2021","P2D02: Amathole (DC12)","I102249: Health and social work (Private) [QSIC 93]",4769.775,2842.428
"R millions current prices","2021","P2D02: Amathole (DC12)","I102250: Other community, social and personal services [QSIC 94-96, 99]",2026.365,1263.424
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I010101: Agriculture [QSIC 11]",3817.623,1100.882
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I010102: Forestry [QSIC 12]",137.812,45.717
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I010103: Fishing [QSIC 13]",21.541,10.778
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I020204: Coal [QSIC 21]",15.621,6.507
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I020206: Metals [QSIC 24]",0.0,0.0
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I020207: Other mining and quarrying [22, 25-29]",485.376,133.486
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030308: Food [QSIC 301-304]",2023.97,450.004
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030309: Beverages and tobacco [QSIC 305-306]",708.964,293.566
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030410: Textiles [QSIC 311-312]",48.032,18.185
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030411: Wearing apparel [QSIC 313-315]",163.385,47.808
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030412: Leather and leather products [QSIC 316]",30.033,5.681
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030413: Footwear [QSIC 317]",0.739,0.178
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030514: Wood and wood products [QSIC 321-322]",377.656,106.301
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030515: Paper and paper products [QSIC 323]",133.233,47.267
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030516: Printing , recorded media [QSIC 324-326]",48.913,16.17
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",240.159,50.51
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030618: Basic chemicals [QSIC 334]",39.281,6.986
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030619: Other chemical products [QSIC 335-336]",261.34,73.88
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030620: Rubber products [QSIC 337]",20.516,3.571
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030621: Plastic products [QSIC 338]",8.763,2.028
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030722: Glass and glass products [QSIC 341]",12.307,3.631
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030723: Non-metallic mineral products [QSIC 342]",374.59,97.613
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",97.065,21.77
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030825: Non-ferrous metal products [QSIC 352]",0.0,0.0
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030826: Structural metal products [QSIC 354]",42.256,12.683
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030827: Other fabricated metal products [QSIC 355]",332.235,106.768
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030828: Machinery and equipment [QSIC 356-359]",249.947,79.931
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030929: Electrical machinery [QSIC 361-366]",13.587,2.728
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I031030: Radio, television and communication apparatus [QSIC 371-373]",11.193,0.672
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I031031: Professional equipment [QSIC 374-376]",46.186,20.773
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",778.209,121.813
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I031133: Other transport equipment [QSIC 384-387]",0.0,0.0
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I031234: Furniture [QSIC 391]",127.165,32.413
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I031235: Other manufacturing groups [QSIC 392, 395]",682.865,203.412
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I041336: Electricity and gas [QSIC 41]",1083.829,443.746
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I041337: Water [QSIC 42]",401.117,233.311
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I051438: Construction [QSIC 5]",3329.409,969.992
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I061539: Wholesale and retail trade [QSIC 61-63]",7577.162,4354.175
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I061640: Catering and accommodation services [QSIC 64]",1180.997,456.464
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I071741: Transport and storage [QSIC 71-74]",2149.107,942.702
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I071842: Communication [QSIC 75]",1036.406,334.107
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I081943: Finance and insurance [QSIC 81-82]",1950.043,1028.724
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I082044: Professional business services [QSIC 831-883]",4673.561,2590.101
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I082045: Business activities n.e.c. [QSIC 889]",1293.809,665.735
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I092146: National and Provincial government [QSIC 911]",7228.184,4309.378
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I092147: Local government [QSIC 913]",1786.324,1262.599
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I102248: Education (Private) [QSIC 92]",10634.501,8378.41
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I102249: Health and social work (Private) [QSIC 93]",6050.459,3659.045
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I102250: Other community, social and personal services [QSIC 94-96, 99]",2416.645,1521.183
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I010101: Agriculture [QSIC 11]",2999.607,859.392
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I010102: Forestry [QSIC 12]",80.984,26.537
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I010103: Fishing [QSIC 13]",2.865,1.453
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I020206: Metals [QSIC 24]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I020207: Other mining and quarrying [22, 25-29]",332.805,91.561
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030308: Food [QSIC 301-304]",2095.718,423.405
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030309: Beverages and tobacco [QSIC 305-306]",268.017,108.509
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030410: Textiles [QSIC 311-312]",24.932,9.979
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030411: Wearing apparel [QSIC 313-315]",73.627,22.26
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030412: Leather and leather products [QSIC 316]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030413: Footwear [QSIC 317]",3.324,0.877
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030514: Wood and wood products [QSIC 321-322]",171.377,49.131
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030515: Paper and paper products [QSIC 323]",103.968,35.981
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030516: Printing , recorded media [QSIC 324-326]",42.43,13.208
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",53.157,11.155
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030618: Basic chemicals [QSIC 334]",40.351,7.39
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030619: Other chemical products [QSIC 335-336]",50.977,14.429
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030620: Rubber products [QSIC 337]",12.687,2.585
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030621: Plastic products [QSIC 338]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030722: Glass and glass products [QSIC 341]",1.487,0.521
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030723: Non-metallic mineral products [QSIC 342]",212.639,53.243
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",19.086,4.225
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030825: Non-ferrous metal products [QSIC 352]",18.759,3.137
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030826: Structural metal products [QSIC 354]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030827: Other fabricated metal products [QSIC 355]",88.287,27.82
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030828: Machinery and equipment [QSIC 356-359]",45.47,14.808
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030929: Electrical machinery [QSIC 361-366]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I031030: Radio, television and communication apparatus [QSIC 371-373]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I031031: Professional equipment [QSIC 374-376]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",103.106,14.013
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I031133: Other transport equipment [QSIC 384-387]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I031234: Furniture [QSIC 391]",26.411,6.826
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I031235: Other manufacturing groups [QSIC 392, 395]",243.571,71.516
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I041336: Electricity and gas [QSIC 41]",423.597,172.771
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I041337: Water [QSIC 42]",272.731,156.152
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I051438: Construction [QSIC 5]",1569.608,446.088
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I061539: Wholesale and retail trade [QSIC 61-63]",3299.288,1842.1
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I061640: Catering and accommodation services [QSIC 64]",556.831,215.176
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I071741: Transport and storage [QSIC 71-74]",982.959,422.161
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I071842: Communication [QSIC 75]",294.066,96.228
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I081943: Finance and insurance [QSIC 81-82]",797.819,418.62
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I082044: Professional business services [QSIC 831-883]",1780.684,1007.197
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I082045: Business activities n.e.c. [QSIC 889]",549.565,281.663
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I092146: National and Provincial government [QSIC 911]",2933.593,1744.512
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I092147: Local government [QSIC 913]",1065.132,744.692
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I102248: Education (Private) [QSIC 92]",4170.663,3282.238
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I102249: Health and social work (Private) [QSIC 93]",2224.884,1330.136
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I102250: Other community, social and personal services [QSIC 94-96, 99]",1367.148,801.23
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I010101: Agriculture [QSIC 11]",963.762,275.004
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I010102: Forestry [QSIC 12]",331.802,109.201
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I010103: Fishing [QSIC 13]",17.143,8.635
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I020206: Metals [QSIC 24]",0.0,0.0
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I020207: Other mining and quarrying [22, 25-29]",1599.213,436.585
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030308: Food [QSIC 301-304]",1748.474,422.231
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030309: Beverages and tobacco [QSIC 305-306]",685.57,279.411
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030410: Textiles [QSIC 311-312]",15.543,4.939
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030411: Wearing apparel [QSIC 313-315]",165.639,49.552
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030412: Leather and leather products [QSIC 316]",0.0,0.0
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030413: Footwear [QSIC 317]",9.495,2.577
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030514: Wood and wood products [QSIC 321-322]",601.327,172.923
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030515: Paper and paper products [QSIC 323]",173.263,60.769
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030516: Printing , recorded media [QSIC 324-326]",67.147,22.623
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",483.902,102.158
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030618: Basic chemicals [QSIC 334]",89.652,17.026
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030619: Other chemical products [QSIC 335-336]",163.618,47.577
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030620: Rubber products [QSIC 337]",107.521,19.403
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030621: Plastic products [QSIC 338]",3.539,0.863
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030722: Glass and glass products [QSIC 341]",7.814,2.294
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030723: Non-metallic mineral products [QSIC 342]",291.149,78.277
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",44.989,9.836
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030825: Non-ferrous metal products [QSIC 352]",22.883,3.755
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030826: Structural metal products [QSIC 354]",69.616,21.214
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030827: Other fabricated metal products [QSIC 355]",189.39,59.984
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030828: Machinery and equipment [QSIC 356-359]",143.765,48.072
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030929: Electrical machinery [QSIC 361-366]",27.16,5.607
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I031030: Radio, television and communication apparatus [QSIC 371-373]",0.0,0.0
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I031031: Professional equipment [QSIC 374-376]",0.847,0.296
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",198.639,28.178
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I031133: Other transport equipment [QSIC 384-387]",13.375,3.813
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I031234: Furniture [QSIC 391]",76.473,19.363
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I031235: Other manufacturing groups [QSIC 392, 395]",651.17,187.959
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I041336: Electricity and gas [QSIC 41]",1890.79,771.411
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I041337: Water [QSIC 42]",522.478,307.697
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I051438: Construction [QSIC 5]",3488.914,1015.337
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I061539: Wholesale and retail trade [QSIC 61-63]",10722.218,6127.187
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I061640: Catering and accommodation services [QSIC 64]",1518.625,583.159
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I071741: Transport and storage [QSIC 71-74]",3265.854,1354.899
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I071842: Communication [QSIC 75]",1121.466,365.071
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I081943: Finance and insurance [QSIC 81-82]",2756.944,1369.588
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I082044: Professional business services [QSIC 831-883]",7095.378,4142.369
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I082045: Business activities n.e.c. [QSIC 889]",2179.901,1116.262
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I092146: National and Provincial government [QSIC 911]",9781.86,5829.445
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I092147: Local government [QSIC 913]",1670.741,1187.741
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I102248: Education (Private) [QSIC 92]",16038.31,12577.108
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I102249: Health and social work (Private) [QSIC 93]",6863.03,4156.287
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I102250: Other community, social and personal services [QSIC 94-96, 99]",2648.303,1749.703
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I010101: Agriculture [QSIC 11]",837.24,240.795
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I010102: Forestry [QSIC 12]",108.714,35.737
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I010103: Fishing [QSIC 13]",9.985,5.241
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I020204: Coal [QSIC 21]",0.0,0.0
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I020205: Gold [QSIC 23]",0.0,0.0
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I020206: Metals [QSIC 24]",0.0,0.0
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I020207: Other mining and quarrying [22, 25-29]",883.211,239.669
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030308: Food [QSIC 301-304]",926.573,203.854
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030309: Beverages and tobacco [QSIC 305-306]",164.384,66.942
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030410: Textiles [QSIC 311-312]",9.046,3.636
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030411: Wearing apparel [QSIC 313-315]",140.609,42.62
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030412: Leather and leather products [QSIC 316]",0.0,0.0
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030413: Footwear [QSIC 317]",3.413,0.863
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030514: Wood and wood products [QSIC 321-322]",129.056,36.355
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030515: Paper and paper products [QSIC 323]",40.26,13.373
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030516: Printing , recorded media [QSIC 324-326]",13.446,4.429
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]",294.773,61.445
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030618: Basic chemicals [QSIC 334]",0.0,0.0
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030619: Other chemical products [QSIC 335-336]",101.135,29.393
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030620: Rubber products [QSIC 337]",8.276,1.419
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030621: Plastic products [QSIC 338]",0.766,0.172
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030722: Glass and glass products [QSIC 341]",1.356,0.435
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030723: Non-metallic mineral products [QSIC 342]",199.973,50.838
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",59.881,13.845
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030825: Non-ferrous metal products [QSIC 352]",16.371,2.755
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030826: Structural metal products [QSIC 354]",9.993,2.853
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030827: Other fabricated metal products [QSIC 355]",134.067,43.161
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030828: Machinery and equipment [QSIC 356-359]",60.966,18.814
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030929: Electrical machinery [QSIC 361-366]",0.0,0.0
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I031030: Radio, television and communication apparatus [QSIC 371-373]",3.48,0.277
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I031031: Professional equipment [QSIC 374-376]",0.0,0.0
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",48.406,6.156
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I031133: Other transport equipment [QSIC 384-387]",0.0,0.0
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I031234: Furniture [QSIC 391]",23.058,5.656
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I031235: Other manufacturing groups [QSIC 392, 395]",133.844,38.138
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I041336: Electricity and gas [QSIC 41]",491.622,201.205
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I041337: Water [QSIC 42]",170.899,96.862
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I051438: Construction [QSIC 5]",2194.338,611.988
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I061539: Wholesale and retail trade [QSIC 61-63]",5280.764,2971.199
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I061640: Catering and accommodation services [QSIC 64]",773.511,290.466
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I071741: Transport and storage [QSIC 71-74]",1476.266,640.256
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I071842: Communication [QSIC 75]",339.833,106.155
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I081943: Finance and insurance [QSIC 81-82]",939.722,466.51
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I082044: Professional business services [QSIC 831-883]",3026.374,1829.127
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I082045: Business activities n.e.c. [QSIC 889]",899.547,452.023
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I092146: National and Provincial government [QSIC 911]",4652.011,2748.511
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I092147: Local government [QSIC 913]",804.435,560.667
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I102248: Education (Private) [QSIC 92]",8631.026,6705.035
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I102249: Health and social work (Private) [QSIC 93]",2908.001,1733.365
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I102250: Other community, social and personal services [QSIC 94-96, 99]",1425.94,957.902
