"Copyright 2025 Quantec EasyData"
"Download Date: 2025-11-13"
"Data Set: RGVA—Regional Output and GVA at basic prices by industry and 2016 local municipal/ward-based metro region level"
"Source: Quantec"
"Frequency: Annual"
"","","","","",""
"Concept","","","","Output at basic prices","Gross value added at basic prices"
"Unit","Date","Geography","Industry","",""
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030826: Structural metal products [QSIC 354]",71.655,21.352
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I030827: Other fabricated metal products [QSIC 355]",179.286,54.897
"R millions current prices","2020","P3D04: Frances Baard (DC9)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",405.885,63.222
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",183.165,38.946
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030826: Structural metal products [QSIC 354]",23.403,6.857
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I030827: Other fabricated metal products [QSIC 355]",88.885,28.585
"R millions current prices","2020","P3D05: John Taolo Gaetsewe (DC45)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",43.223,6.199
"R millions current prices","2020","P4: Free State","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",2143.442,458.904
"R millions current prices","2020","P4: Free State","I030826: Structural metal products [QSIC 354]",865.66,255.618
"R millions current prices","2020","P4: Free State","I030827: Other fabricated metal products [QSIC 355]",2413.752,734.894
"R millions current prices","2020","P4: Free State","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",4315.686,656.713
"R millions current prices","2020","P4D01: Xhariep (DC16)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",38.391,7.733
"R millions current prices","2020","P4D01: Xhariep (DC16)","I030826: Structural metal products [QSIC 354]",4.645,1.394
"R millions current prices","2020","P4D01: Xhariep (DC16)","I030827: Other fabricated metal products [QSIC 355]",64.042,18.965
"R millions current prices","2020","P4D01: Xhariep (DC16)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",41.025,5.127
"R millions current prices","2020","P4D02: Lejweleputswa (DC18)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",456.886,96.848
"R millions current prices","2020","P4D02: Lejweleputswa (DC18)","I030826: Structural metal products [QSIC 354]",211.467,62.633
"R millions current prices","2020","P4D02: Lejweleputswa (DC18)","I030827: Other fabricated metal products [QSIC 355]",622.673,191.869
"R millions current prices","2020","P4D02: Lejweleputswa (DC18)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",779.119,117.822
"R millions current prices","2020","P4D03: Thabo Mofutsanyane (DC19)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",274.441,57.969
"R millions current prices","2020","P4D03: Thabo Mofutsanyane (DC19)","I030826: Structural metal products [QSIC 354]",103.09,29.06
"R millions current prices","2020","P4D03: Thabo Mofutsanyane (DC19)","I030827: Other fabricated metal products [QSIC 355]",476.412,142.839
"R millions current prices","2020","P4D03: Thabo Mofutsanyane (DC19)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",667.048,98.571
"R millions current prices","2020","P4D04: Fezile Dabi (DC20)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1001.488,219.05
"R millions current prices","2020","P4D04: Fezile Dabi (DC20)","I030826: Structural metal products [QSIC 354]",281.008,84.445
"R millions current prices","2020","P4D04: Fezile Dabi (DC20)","I030827: Other fabricated metal products [QSIC 355]",495.687,152.942
"R millions current prices","2020","P4D04: Fezile Dabi (DC20)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",653.874,98.78
"R millions current prices","2020","P4D05: Mangaung (MAN)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",372.236,77.304
"R millions current prices","2020","P4D05: Mangaung (MAN)","I030826: Structural metal products [QSIC 354]",265.45,78.086
"R millions current prices","2020","P4D05: Mangaung (MAN)","I030827: Other fabricated metal products [QSIC 355]",754.938,228.279
"R millions current prices","2020","P4D05: Mangaung (MAN)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2174.62,336.413
"R millions current prices","2020","P5: KwaZulu-Natal","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",12255.605,2640.177
"R millions current prices","2020","P5: KwaZulu-Natal","I030826: Structural metal products [QSIC 354]",5439.28,1637.336
"R millions current prices","2020","P5: KwaZulu-Natal","I030827: Other fabricated metal products [QSIC 355]",12217.711,3827.152
"R millions current prices","2020","P5: KwaZulu-Natal","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",49017.241,7609.393
"R millions current prices","2020","P5D01: Ugu (DC21)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",483.788,102.22
"R millions current prices","2020","P5D01: Ugu (DC21)","I030826: Structural metal products [QSIC 354]",181.273,52.479
"R millions current prices","2020","P5D01: Ugu (DC21)","I030827: Other fabricated metal products [QSIC 355]",477.674,148.87
"R millions current prices","2020","P5D01: Ugu (DC21)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",1260.695,190.312
"R millions current prices","2020","P5D02: UMgungundlovu (DC22)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1420.534,305.746
"R millions current prices","2020","P5D02: UMgungundlovu (DC22)","I030826: Structural metal products [QSIC 354]",657.662,197.463
"R millions current prices","2020","P5D02: UMgungundlovu (DC22)","I030827: Other fabricated metal products [QSIC 355]",1351.303,420.491
"R millions current prices","2020","P5D02: UMgungundlovu (DC22)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",3627.345,590.302
"R millions current prices","2020","P5D03: Uthukela (DC23)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",227.979,48.223
"R millions current prices","2020","P5D03: Uthukela (DC23)","I030826: Structural metal products [QSIC 354]",128.097,37.426
"R millions current prices","2020","P5D03: Uthukela (DC23)","I030827: Other fabricated metal products [QSIC 355]",357.007,110.195
"R millions current prices","2020","P5D03: Uthukela (DC23)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",602.845,93.598
"R millions current prices","2020","P5D04: Umzinyathi (DC24)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",116.548,24.456
"R millions current prices","2020","P5D04: Umzinyathi (DC24)","I030826: Structural metal products [QSIC 354]",63.017,19.135
"R millions current prices","2020","P5D04: Umzinyathi (DC24)","I030827: Other fabricated metal products [QSIC 355]",262.228,80.925
"R millions current prices","2020","P5D04: Umzinyathi (DC24)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",124.707,17.645
"R millions current prices","2020","P5D05: Amajuba (DC25)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1507.618,325.444
"R millions current prices","2020","P5D05: Amajuba (DC25)","I030826: Structural metal products [QSIC 354]",257.244,78.523
"R millions current prices","2020","P5D05: Amajuba (DC25)","I030827: Other fabricated metal products [QSIC 355]",554.405,176.994
"R millions current prices","2020","P5D05: Amajuba (DC25)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",1771.69,258.96
"R millions current prices","2020","P5D06: Zululand (DC26)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",190.188,40.093
"R millions current prices","2020","P5D06: Zululand (DC26)","I030826: Structural metal products [QSIC 354]",77.517,22.46
"R millions current prices","2020","P5D06: Zululand (DC26)","I030827: Other fabricated metal products [QSIC 355]",231.345,69.326
"R millions current prices","2020","P5D06: Zululand (DC26)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",514.878,78.93
"R millions current prices","2020","P5D07: Umkhanyakude (DC27)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",41.492,8.462
"R millions current prices","2020","P5D07: Umkhanyakude (DC27)","I030826: Structural metal products [QSIC 354]",7.097,1.955
"R millions current prices","2020","P5D07: Umkhanyakude (DC27)","I030827: Other fabricated metal products [QSIC 355]",95.253,27.317
"R millions current prices","2020","P5D07: Umkhanyakude (DC27)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",105.359,13.858
"R millions current prices","2020","P5D08: King Cetshwayo (DC28)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1603.674,353.05
"R millions current prices","2020","P5D08: King Cetshwayo (DC28)","I030826: Structural metal products [QSIC 354]",621.977,193.543
"R millions current prices","2020","P5D08: King Cetshwayo (DC28)","I030827: Other fabricated metal products [QSIC 355]",924.151,292.978
"R millions current prices","2020","P5D08: King Cetshwayo (DC28)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2372.612,355.982
"R millions current prices","2020","P5D09: iLembe (DC29)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",761.13,162.079
"R millions current prices","2020","P5D09: iLembe (DC29)","I030826: Structural metal products [QSIC 354]",361.764,106.479
"R millions current prices","2020","P5D09: iLembe (DC29)","I030827: Other fabricated metal products [QSIC 355]",615.589,188.909
"R millions current prices","2020","P5D09: iLembe (DC29)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2260.664,373.082
"R millions current prices","2020","P5D10: Harry Gwala (DC43)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",40.855,8.143
"R millions current prices","2020","P5D10: Harry Gwala (DC43)","I030826: Structural metal products [QSIC 354]",10.165,2.921
"R millions current prices","2020","P5D10: Harry Gwala (DC43)","I030827: Other fabricated metal products [QSIC 355]",150.399,45.839
"R millions current prices","2020","P5D10: Harry Gwala (DC43)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",233.741,34.393
"R millions current prices","2020","P5D11: eThekwini (ETH)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",5861.799,1262.261
"R millions current prices","2020","P5D11: eThekwini (ETH)","I030826: Structural metal products [QSIC 354]",3073.467,924.952
"R millions current prices","2020","P5D11: eThekwini (ETH)","I030827: Other fabricated metal products [QSIC 355]",7198.357,2265.308
"R millions current prices","2020","P5D11: eThekwini (ETH)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",36142.705,5602.331
"R millions current prices","2020","P6: North West","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1648.992,350.509
"R millions current prices","2020","P6: North West","I030826: Structural metal products [QSIC 354]",846.387,250.45
"R millions current prices","2020","P6: North West","I030827: Other fabricated metal products [QSIC 355]",1535.492,473.976
"R millions current prices","2020","P6: North West","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",4640.004,723.761
"R millions current prices","2020","P6D01: Bojanala (DC37)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1018.736,217.23
"R millions current prices","2020","P6D01: Bojanala (DC37)","I030826: Structural metal products [QSIC 354]",520.24,155.042
"R millions current prices","2020","P6D01: Bojanala (DC37)","I030827: Other fabricated metal products [QSIC 355]",862.809,269.487
"R millions current prices","2020","P6D01: Bojanala (DC37)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",3356.758,521.133
"R millions current prices","2020","P6D02: Ngaka Modiri Molema (DC38)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",124.006,25.855
"R millions current prices","2020","P6D02: Ngaka Modiri Molema (DC38)","I030826: Structural metal products [QSIC 354]",60.894,17.683
"R millions current prices","2020","P6D02: Ngaka Modiri Molema (DC38)","I030827: Other fabricated metal products [QSIC 355]",205.517,62.422
"R millions current prices","2020","P6D02: Ngaka Modiri Molema (DC38)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",335.669,51.937
"R millions current prices","2020","P6D03: Dr Ruth Segomotsi Mompati (DC39)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",31.704,6.412
"R millions current prices","2020","P6D03: Dr Ruth Segomotsi Mompati (DC39)","I030826: Structural metal products [QSIC 354]",27.331,7.598
"R millions current prices","2020","P6D03: Dr Ruth Segomotsi Mompati (DC39)","I030827: Other fabricated metal products [QSIC 355]",62.902,18.537
"R millions current prices","2020","P6D03: Dr Ruth Segomotsi Mompati (DC39)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",90.758,13.879
"R millions current prices","2020","P6D04: Dr Kenneth Kaunda (DC40)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",474.546,101.012
"R millions current prices","2020","P6D04: Dr Kenneth Kaunda (DC40)","I030826: Structural metal products [QSIC 354]",237.922,70.127
"R millions current prices","2020","P6D04: Dr Kenneth Kaunda (DC40)","I030827: Other fabricated metal products [QSIC 355]",404.264,123.53
"R millions current prices","2020","P6D04: Dr Kenneth Kaunda (DC40)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",856.819,136.812
"R millions current prices","2020","P7: Gauteng","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",49607.508,10743.87
"R millions current prices","2020","P7: Gauteng","I030826: Structural metal products [QSIC 354]",14390.911,4332.977
"R millions current prices","2020","P7: Gauteng","I030827: Other fabricated metal products [QSIC 355]",37394.285,11910.593
"R millions current prices","2020","P7: Gauteng","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",104483.9,16229.316
"R millions current prices","2020","P7D01: Sedibeng (DC42)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",16022.995,3505.871
"R millions current prices","2020","P7D01: Sedibeng (DC42)","I030826: Structural metal products [QSIC 354]",2134.144,643.899
"R millions current prices","2020","P7D01: Sedibeng (DC42)","I030827: Other fabricated metal products [QSIC 355]",4574.489,1464.936
"R millions current prices","2020","P7D01: Sedibeng (DC42)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",4970.813,784.955
"R millions current prices","2020","P7D02: West Rand (DC48)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",4994.705,1069.857
"R millions current prices","2020","P7D02: West Rand (DC48)","I030826: Structural metal products [QSIC 354]",1553.609,462.808
"R millions current prices","2020","P7D02: West Rand (DC48)","I030827: Other fabricated metal products [QSIC 355]",3059.012,967.283
"R millions current prices","2020","P7D02: West Rand (DC48)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",5889.396,898.643
"R millions current prices","2020","P7D03: Ekurhuleni (EKU)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",12714.149,2735.377
"R millions current prices","2020","P7D03: Ekurhuleni (EKU)","I030826: Structural metal products [QSIC 354]",4116.803,1239.24
"R millions current prices","2020","P7D03: Ekurhuleni (EKU)","I030827: Other fabricated metal products [QSIC 355]",11006.424,3512.034
"R millions current prices","2020","P7D03: Ekurhuleni (EKU)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",26036.238,4076.389
"R millions current prices","2020","P7D04: City of Johannesburg (JHB)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",9597.179,2068.453
"R millions current prices","2020","P7D04: City of Johannesburg (JHB)","I030826: Structural metal products [QSIC 354]",4126.68,1244.905
"R millions current prices","2020","P7D04: City of Johannesburg (JHB)","I030827: Other fabricated metal products [QSIC 355]",11769.152,3745.12
"R millions current prices","2020","P7D04: City of Johannesburg (JHB)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",30170.807,4687.235
"R millions current prices","2020","P7D05: City of Tshwane (TSH)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",6278.48,1364.312
"R millions current prices","2020","P7D05: City of Tshwane (TSH)","I030826: Structural metal products [QSIC 354]",2459.675,742.125
"R millions current prices","2020","P7D05: City of Tshwane (TSH)","I030827: Other fabricated metal products [QSIC 355]",6985.208,2221.22
"R millions current prices","2020","P7D05: City of Tshwane (TSH)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",37416.646,5782.094
"R millions current prices","2020","P8: Mpumalanga","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",13742.184,3019.583
"R millions current prices","2020","P8: Mpumalanga","I030826: Structural metal products [QSIC 354]",2664.644,812.119
"R millions current prices","2020","P8: Mpumalanga","I030827: Other fabricated metal products [QSIC 355]",5421.433,1723.598
"R millions current prices","2020","P8: Mpumalanga","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",6580.676,1003.636
"R millions current prices","2020","P8D01: Gert Sibande (DC30)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",2050.775,441.45
"R millions current prices","2020","P8D01: Gert Sibande (DC30)","I030826: Structural metal products [QSIC 354]",463.532,136.13
"R millions current prices","2020","P8D01: Gert Sibande (DC30)","I030827: Other fabricated metal products [QSIC 355]",1414.336,450.3
"R millions current prices","2020","P8D01: Gert Sibande (DC30)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",1461.303,218.285
"R millions current prices","2020","P8D02: Nkangala (DC31)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",10683.834,2363.127
"R millions current prices","2020","P8D02: Nkangala (DC31)","I030826: Structural metal products [QSIC 354]",1784.743,554.263
"R millions current prices","2020","P8D02: Nkangala (DC31)","I030827: Other fabricated metal products [QSIC 355]",2749.401,886.689
"R millions current prices","2020","P8D02: Nkangala (DC31)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2998.962,458.291
"R millions current prices","2020","P8D03: Ehlanzeni (DC32)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1007.575,215.006
"R millions current prices","2020","P8D03: Ehlanzeni (DC32)","I030826: Structural metal products [QSIC 354]",416.369,121.726
"R millions current prices","2020","P8D03: Ehlanzeni (DC32)","I030827: Other fabricated metal products [QSIC 355]",1257.696,386.609
"R millions current prices","2020","P8D03: Ehlanzeni (DC32)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2120.411,327.06
"R millions current prices","2020","P9: Limpopo","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1233.774,266.677
"R millions current prices","2020","P9: Limpopo","I030826: Structural metal products [QSIC 354]",499.358,147.227
"R millions current prices","2020","P9: Limpopo","I030827: Other fabricated metal products [QSIC 355]",1304.495,397.077
"R millions current prices","2020","P9: Limpopo","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",1990.603,300.871
"R millions current prices","2020","P9D01: Mopani (DC33)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",419.107,92.878
"R millions current prices","2020","P9D01: Mopani (DC33)","I030826: Structural metal products [QSIC 354]",135.514,40.618
"R millions current prices","2020","P9D01: Mopani (DC33)","I030827: Other fabricated metal products [QSIC 355]",301.127,94.027
"R millions current prices","2020","P9D01: Mopani (DC33)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",282.333,41.943
"R millions current prices","2020","P9D02: Vhembe (DC34)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",94.116,19.504
"R millions current prices","2020","P9D02: Vhembe (DC34)","I030826: Structural metal products [QSIC 354]",53.459,14.952
"R millions current prices","2020","P9D02: Vhembe (DC34)","I030827: Other fabricated metal products [QSIC 355]",228.216,67.412
"R millions current prices","2020","P9D02: Vhembe (DC34)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",241.348,39.112
"R millions current prices","2020","P9D03: Capricorn (DC35)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",213.134,44.926
"R millions current prices","2020","P9D03: Capricorn (DC35)","I030826: Structural metal products [QSIC 354]",124.808,37.005
"R millions current prices","2020","P9D03: Capricorn (DC35)","I030827: Other fabricated metal products [QSIC 355]",348.178,105.113
"R millions current prices","2020","P9D03: Capricorn (DC35)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",789.354,121.564
"R millions current prices","2020","P9D04: Waterberg (DC36)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",301.309,65.361
"R millions current prices","2020","P9D04: Waterberg (DC36)","I030826: Structural metal products [QSIC 354]",98.828,29.391
"R millions current prices","2020","P9D04: Waterberg (DC36)","I030827: Other fabricated metal products [QSIC 355]",226.277,69.808
"R millions current prices","2020","P9D04: Waterberg (DC36)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",375.572,56.061
"R millions current prices","2020","P9D05: Greater Sekhukhune (DC47)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",206.108,44.008
"R millions current prices","2020","P9D05: Greater Sekhukhune (DC47)","I030826: Structural metal products [QSIC 354]",86.749,25.261
"R millions current prices","2020","P9D05: Greater Sekhukhune (DC47)","I030827: Other fabricated metal products [QSIC 355]",200.697,60.717
"R millions current prices","2020","P9D05: Greater Sekhukhune (DC47)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",301.996,42.191
"R millions current prices","2021","Total: South Africa","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",114481.993,27038.965
"R millions current prices","2021","Total: South Africa","I030826: Structural metal products [QSIC 354]",34468.151,10839.315
"R millions current prices","2021","Total: South Africa","I030827: Other fabricated metal products [QSIC 355]",85913.1,29198.854
"R millions current prices","2021","Total: South Africa","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",297281.064,46718.027
"R millions current prices","2021","P1: Western Cape","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",8870.554,2081.76
"R millions current prices","2021","P1: Western Cape","I030826: Structural metal products [QSIC 354]",4932.413,1540.473
"R millions current prices","2021","P1: Western Cape","I030827: Other fabricated metal products [QSIC 355]",12128.097,4125.205
"R millions current prices","2021","P1: Western Cape","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",33609.313,5338.244
"R millions current prices","2021","P1D01: West Coast (DC1)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1040.882,245.369
"R millions current prices","2021","P1D01: West Coast (DC1)","I030826: Structural metal products [QSIC 354]",198.001,62.209
"R millions current prices","2021","P1D01: West Coast (DC1)","I030827: Other fabricated metal products [QSIC 355]",630.097,216.358
"R millions current prices","2021","P1D01: West Coast (DC1)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",723.068,108.059
"R millions current prices","2021","P1D02: Cape Winelands (DC2)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",856.282,198.685
"R millions current prices","2021","P1D02: Cape Winelands (DC2)","I030826: Structural metal products [QSIC 354]",529.173,162.797
"R millions current prices","2021","P1D02: Cape Winelands (DC2)","I030827: Other fabricated metal products [QSIC 355]",1245.002,418.289
"R millions current prices","2021","P1D02: Cape Winelands (DC2)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",3247.906,497.947
"R millions current prices","2021","P1D03: Overberg (DC3)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",410.009,94.329
"R millions current prices","2021","P1D03: Overberg (DC3)","I030826: Structural metal products [QSIC 354]",174.795,53.403
"R millions current prices","2021","P1D03: Overberg (DC3)","I030827: Other fabricated metal products [QSIC 355]",539.712,177.387
"R millions current prices","2021","P1D03: Overberg (DC3)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",1048.384,159.314
"R millions current prices","2021","P1D04: Eden (DC4)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",560.426,131.301
"R millions current prices","2021","P1D04: Eden (DC4)","I030826: Structural metal products [QSIC 354]",327.664,100.191
"R millions current prices","2021","P1D04: Eden (DC4)","I030827: Other fabricated metal products [QSIC 355]",858.89,290.937
"R millions current prices","2021","P1D04: Eden (DC4)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2496.885,389.096
"R millions current prices","2021","P1D05: Central Karoo (DC5)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",5.075,1.111
"R millions current prices","2021","P1D05: Central Karoo (DC5)","I030826: Structural metal products [QSIC 354]",0.0,0.0
"R millions current prices","2021","P1D05: Central Karoo (DC5)","I030827: Other fabricated metal products [QSIC 355]",20.753,6.984
"R millions current prices","2021","P1D05: Central Karoo (DC5)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",18.752,3.261
"R millions current prices","2021","P1D06: City of Cape Town (CPT)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",5997.88,1410.965
"R millions current prices","2021","P1D06: City of Cape Town (CPT)","I030826: Structural metal products [QSIC 354]",3702.78,1161.873
"R millions current prices","2021","P1D06: City of Cape Town (CPT)","I030827: Other fabricated metal products [QSIC 355]",8833.643,3015.25
"R millions current prices","2021","P1D06: City of Cape Town (CPT)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",26074.318,4180.567
"R millions current prices","2021","P2: Eastern Cape","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",3746.583,866.105
"R millions current prices","2021","P2: Eastern Cape","I030826: Structural metal products [QSIC 354]",2006.226,626.598
"R millions current prices","2021","P2: Eastern Cape","I030827: Other fabricated metal products [QSIC 355]",7331.568,2452.096
"R millions current prices","2021","P2: Eastern Cape","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",72731.831,11593.723
"R millions current prices","2021","P2D01: Sarah Baartman (DC10)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",376.754,86.983
"R millions current prices","2021","P2D01: Sarah Baartman (DC10)","I030826: Structural metal products [QSIC 354]",98.0,29.797
"R millions current prices","2021","P2D01: Sarah Baartman (DC10)","I030827: Other fabricated metal products [QSIC 355]",616.486,203.632
"R millions current prices","2021","P2D01: Sarah Baartman (DC10)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",4241.913,660.512
"R millions current prices","2021","P2D02: Amathole (DC12)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",127.691,28.4
"R millions current prices","2021","P2D02: Amathole (DC12)","I030826: Structural metal products [QSIC 354]",42.826,12.249
"R millions current prices","2021","P2D02: Amathole (DC12)","I030827: Other fabricated metal products [QSIC 355]",354.901,111.02
"R millions current prices","2021","P2D02: Amathole (DC12)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",394.124,55.55
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",97.065,21.77
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030826: Structural metal products [QSIC 354]",42.256,12.683
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I030827: Other fabricated metal products [QSIC 355]",332.235,106.768
"R millions current prices","2021","P2D03: Chris Hani (DC13)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",778.209,121.813
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",19.086,4.225
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030826: Structural metal products [QSIC 354]",0.0,0.0
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I030827: Other fabricated metal products [QSIC 355]",88.287,27.82
"R millions current prices","2021","P2D04: Joe Gqabi (DC14)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",103.106,14.013
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",44.989,9.836
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030826: Structural metal products [QSIC 354]",69.616,21.214
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I030827: Other fabricated metal products [QSIC 355]",189.39,59.984
"R millions current prices","2021","P2D05: O.R.Tambo (DC15)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",198.639,28.178
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",59.881,13.845
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030826: Structural metal products [QSIC 354]",9.993,2.853
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I030827: Other fabricated metal products [QSIC 355]",134.067,43.161
"R millions current prices","2021","P2D06: Alfred Nzo (DC44)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",48.406,6.156
"R millions current prices","2021","P2D07: Buffalo City (BUF)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",609.524,140.51
"R millions current prices","2021","P2D07: Buffalo City (BUF)","I030826: Structural metal products [QSIC 354]",385.918,122.834
